תאריך,יום,בעלים,ערוץ,טור,לקוח / משימה,דלי,מהלך,מוטיבים,ארכיטיפ,אזור,יום מסלול,מוצר מוביל,SKU,חומר שיווקי,פוטנציאל/שנה,קצב צפוי,מחזור 12ח׳,תה 12ח׳,מאצ'ה 12ח׳,חור מוזה,וואטסאפ,פתיחה,הסגירה,אם מסרבים,למה היום,תוצאה (זכה / לא עכשיו / לא ענה / סירב),תאריך תוצאה
2026-10-15,חמישי,אבי,שיחה — אבי,שיחה 1,מצו,T2,מחית פרי — קו חדש,E3 E4 E5,מעורב,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,5600,1056,15878,9418,5460,,"היי מצו, שלושה מהאייס-מאצ'ה בקטלוג שלנו — מנגו, תות, אפרסק — בנויים על מחית פרי, וגם השייקים. ₪60 לליטר, נשאר לכם ₪19 לכוס. להוסיף ליטר למשלוח הקרוב? כן/לא","מחית פרי היא הפריט שהכי הרבה משקאות בקטלוג נשענים עליו ושהכי מעט לקוחות מחזיקים. מנגו, תות ואפרסק — כל אחד מהם פותח לכם עוד משקה בלי ציוד חדש.","אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.",,מחית פרי — קו חדש,,
2026-10-15,חמישי,תום,וואטסאפ — תום,וואטסאפ 1,"(Coffee Point) פינס בייקרי בע""מ",T3,מאצ'ה — קו חדש,E1 E4,ספיישלטי,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,1890,175,1937,1105,0,,"היי (Coffee Point) פינס בייקרי בע""מ, אתם קונים אצלנו תמציות ב-₪1,105 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪1,105 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מאצ'ה,,
2026-10-15,חמישי,תום,וואטסאפ — תום,וואטסאפ 1,גפן דלי (ע״מ גפן מעדניות),T3,מאצ'ה — עומק,E2 E4 S,ספיישלטי,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,1838,211,5779,1819,740,864,"היי גפן דלי (ע״מ גפן מעדניות), אתם על ₪740 מאצ'ה בשנה. בתי עסק בגודל שלכם על ₪1,550. הפער הוא בערך 380 מנות בשנה שלא יוצאות מהדלפק. להעלות את הכמות הקבועה במשלוח? כן/לא","מאצ'ה עובדת אצלכם — ₪740 בשנה. הסיבה שאני מתקשר היא שבתי עסק בגודל שלכם על ₪1,550, וההפרש הזה הוא בדרך כלל לא ביקוש, אלא נגמר באמצע שבוע.","אני מעלה את הכמות הקבועה במשלוח. אותה עגלה, בלי שינוי אחר בהזמנה — רק שלא ייגמר לכם ברביעי. ואגב — מוזה ירדה אצלנו מהקו. הייתם על ₪864 בשנה. יש סנגריה ורודה ויש תרכיז שעובד כבסיס קוקטייל, כשתרצו.",,מאצ'ה,,
2026-10-15,חמישי,תום,וואטסאפ — תום,וואטסאפ 1,נולי עגלת קפה,T3,מאצ'ה — קו חדש,E1,מעורב,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,1550,155,9185,9165,0,,"היי נולי עגלת קפה, אתם קונים אצלנו תמציות ב-₪9,165 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪9,165 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מאצ'ה,,
2026-10-15,חמישי,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"אוטוטו (קפה בגרונימן 8 בע""מ)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,13308,1483,21250,20460,0,,,,"אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.","אם לא מאצ'ה — מחית פרי. שלושה אייס-מאצ'ה בקטלוג בנויים על מחית, והיא עובדת גם לבד בשייק. ₪60 לליטר.",,,
2026-10-15,חמישי,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"א.ר.נ. מסעדות קריית אונו בע""מ (קיסו - Kisu)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,11509,1561,10248,10248,0,,,,"אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.","אם לא מאצ'ה — מחית פרי. שלושה אייס-מאצ'ה בקטלוג בנויים על מחית, והיא עובדת גם לבד בשייק. ₪60 לליטר.",,,
2026-10-15,חמישי,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,דלגונה עבד גלגולי (דלגונה),T3,מאצ'ה — עומק,E2 E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,8896,1304,16320,0,2120,,,,"אני מעלה את הכמות הקבועה במשלוח. אותה עגלה, בלי שינוי אחר בהזמנה — רק שלא ייגמר לכם ברביעי.",אם הכמות נכונה — אובה. חמישה משקאות נוספים על אותו ציוד ואותו דלפק. ₪175 לחצי קילו.,,,
2026-10-15,חמישי,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"שולה בחצר בע""מ",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,8312,1081,6903,7635,0,,,,"אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.","אם לא מאצ'ה — מחית פרי. שלושה אייס-מאצ'ה בקטלוג בנויים על מחית, והיא עובדת גם לבד בשייק. ₪60 לליטר.",,,
2026-10-15,חמישי,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,קפה אנסטסיה בע״מ,T3,תה — עומק ורוחב,E5,ספיישלטי,מרכז,ראשון/שני/חמישי,DETOX 1ל׳ ₪65 ⚠0,GT-LUI-LOW-1L,תפריט הקטגוריה של המשפחה,7787,1168,24370,0,9120,,,,,,,,
2026-10-15,חמישי,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,(פודיס צמרת בראון) סטודיו - Studio,T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,7297,929,5856,5856,0,,,,,,,,
2026-10-15,חמישי,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,"פריים רמת החייל מסעדנות בע""מ",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,6450,802,5856,5856,0,,,,,,,,
2026-10-18,ראשון,אבי,פגישה — אלכס + אבי,מעקב 2 — סגירה,בר קפה 58,T1,מאצ'ה — קו חדש,E1 E4 E5,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,56514,15551,51973,24842,0,20186,,,"אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים. ואגב — מוזה ירדה אצלנו מהקו. הייתם על ₪20,186 בשנה. יש סנגריה ורודה ויש תרכיז שעובד כבסיס קוקטייל, כשתרצו.","אם לא מאצ'ה — מחית פרי. שלושה אייס-מאצ'ה בקטלוג בנויים על מחית, והיא עובדת גם לבד בשייק. ₪60 לליטר.",,,
2026-10-18,ראשון,אבי,שיחה — אבי,שיחה 3 — סגירה,האופט,T2,מאצ'ה — קו חדש,E1 E4 E5,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,10898,2298,30479,24459,0,,,,"אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.","אם לא מאצ'ה — מחית פרי. שלושה אייס-מאצ'ה בקטלוג בנויים על מחית, והיא עובדת גם לבד בשייק. ₪60 לליטר.",,,
2026-10-18,ראשון,אבי,שיחה — אבי,שיחה 1,"קפה נוק (ע.מ.ש בייקרי הרצל בע""מ)",T2,מחית פרי — קו חדש,E3 E5,ספיישלטי,דרום,רביעי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,5478,1070,40713,15476,24780,,"היי קפה נוק (ע.מ.ש בייקרי הרצל בע""מ), שלושה מהאייס-מאצ'ה בקטלוג שלנו — מנגו, תות, אפרסק — בנויים על מחית פרי, וגם השייקים. ₪60 לליטר, נשאר לכם ₪19 לכוס. להוסיף ליטר למשלוח הקרוב? כן/לא","מחית פרי היא הפריט שהכי הרבה משקאות בקטלוג נשענים עליו ושהכי מעט לקוחות מחזיקים. מנגו, תות ואפרסק — כל אחד מהם פותח לכם עוד משקה בלי ציוד חדש.","אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.",,מחית פרי — קו חדש,,
2026-10-18,ראשון,אבי,שיחה — אבי,שיחה 1,החצר האחורית,T2,אובה — הרחבה על מאצ'ה,E4 E5,ספיישלטי,צפון,שלישי,אובה 500g ₪175,UBE-POWDER-0.5-KG,מאצ'ה — המקרה העסקי (סעיף אובה) · דף ציוד,1790,403,11732,5252,4720,,"היי החצר האחורית, יש לכם מאצ'ה על הדלפק — אובה היא חמישה משקאות נוספים על אותו ציוד בדיוק. ₪175 לחצי קילו, ונשאר לכם ₪22.13 לכוס. להוסיף למשלוח הקרוב? כן/לא","אובה עובדת רק אצל מי שכבר עושה מאצ'ה, כי היא על אותו ציוד ואותו הרגל עבודה. אצלכם זה כבר קיים.","אני מוסיף חצי קילו אובה למשלוח הקרוב. אותו מקצף, אותו ספל, חמישה משקאות חדשים בתפריט.",,אובה — הרחבה על מאצ'ה,,
2026-10-18,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,"ליבי פטיסרי בע""מ (קונדיטוריית ליבי)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,4859,485,6293,6293,0,1958,,,,,,,
2026-10-18,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,"סאנה (ני - וואה בע""מ)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,4837,560,3822,3822,0,,,,,,,,
2026-10-18,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,ספתא (דור),T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,4443,501,3267,3282,0,,,,,,,,
2026-10-18,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,בלה מאפיה,T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,4412,496,3294,3294,0,,,,,,,,
2026-10-18,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,"פתפותים- לחמים ומאפים קמח כוסמין בע""מ",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,4031,439,2462,2462,0,,,,,,,,
2026-10-18,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,איתי גוטליב עגלת קפה מישקא,T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,4006,435,6478,6478,0,,,,,,,,
2026-10-18,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,קפה במפעל א.ד.ם בע״מ,T3,מאצ'ה — עומק,E2 E3 E4,תה בלבד,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,3839,488,4120,3120,1000,,,,,,,,
2026-10-18,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,"או.ש בייק אנד ברד בע""מ (Bake &amp; Bread)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3802,405,9565,9396,0,,,,,,,,
2026-10-18,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,"קיוסקפה נוש בע""מ",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3619,377,7459,7459,0,,,,,,,,
2026-10-18,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,Amore,T3,מאצ'ה — קו חדש,E1 E4 E5,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3584,430,10953,9223,0,,,,,,,,
2026-10-18,ראשון,תום,משימת מערכת,משימת מערכת,לוח התוצאות השבועי,—,—,,,,,,,,,,,,,,,,,,q4_scoreboard.py,,
2026-10-19,שני,אבי,פגישה — אלכס + אבי,מעקב 2 — סגירה,וויקס,T1,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,51964,15705,64254,64254,0,,,,"אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.","אם לא מאצ'ה — מחית פרי. שלושה אייס-מאצ'ה בקטלוג בנויים על מחית, והיא עובדת גם לבד בשייק. ₪60 לליטר.",,,
